kind,N,nsteps,ranks,threads,repeat,integrator,comm,kernel,rsqrt,accumulators,dtype,total,io,drift,force,comm_wait,kick,energy,gpairs,status,max_rel_drift
weak,16000,20,8,1,5,kdk,overlap,direct,exact,4,double,2.643947,0.000342,0.000063,2.336228,0.011295,0.000162,0.307258,2.301002,OK,3.6269107120304708e-07
weak,32000,20,16,1,1,kdk,overlap,direct,exact,4,double,5.381165,0.002030,0.000050,4.740811,0.088241,0.000177,0.641772,4.535791,OK,1.1402186614239664e-07
weak,32000,20,16,1,2,kdk,overlap,direct,exact,4,double,5.304320,0.002103,0.000051,4.670077,0.016528,0.000182,0.633032,4.604491,OK,7.5397756607635734e-08
weak,32000,20,16,1,3,kdk,overlap,direct,exact,4,double,5.297597,0.001830,0.000051,4.667967,0.024549,0.000181,0.627987,4.606572,OK,2.2246872893577217e-07
weak,32000,20,16,1,4,kdk,overlap,direct,exact,4,double,5.313132,0.002477,0.000055,4.668978,0.019434,0.000170,0.642383,4.605575,OK,7.4630719493689965e-08
weak,32000,20,16,1,5,kdk,overlap,direct,exact,4,double,5.300708,0.001864,0.000051,4.675292,0.022958,0.000180,0.623741,4.599355,OK,6.7263241609334153e-08
weak,64000,20,32,1,1,kdk,overlap,direct,exact,4,double,10.903363,0.008147,0.000053,9.602480,0.036324,0.000191,1.294670,8.957546,OK,6.2302811931205299e-08
weak,64000,20,32,1,2,kdk,overlap,direct,exact,4,double,10.915280,0.008564,0.000053,9.599642,0.040316,0.000194,1.307967,8.960194,OK,1.3945195486305623e-07
weak,64000,20,32,1,3,kdk,overlap,direct,exact,4,double,10.917478,0.008387,0.000052,9.603853,0.038748,0.000195,1.306574,8.956265,OK,3.0681876608766983e-07
weak,64000,20,32,1,4,kdk,overlap,direct,exact,4,double,10.912477,0.008398,0.000056,9.605227,0.038610,0.000200,1.300268,8.954984,OK,1.7467604770403878e-07
weak,64000,20,32,1,5,kdk,overlap,direct,exact,4,double,10.908198,0.008347,0.000050,9.601318,0.036349,0.000193,1.300423,8.958630,OK,8.5805465584652288e-08
weak,128000,20,64,1,1,kdk,overlap,direct,exact,4,double,22.218020,0.037561,0.000055,19.539439,0.170366,0.000285,2.659053,17.608556,OK,4.4262678890132621e-07
weak,128000,20,64,1,2,kdk,overlap,direct,exact,4,double,22.303678,0.038308,0.000056,19.624050,0.244320,0.000263,2.662695,17.532636,OK,7.5306989203208602e-07
weak,128000,20,64,1,3,kdk,overlap,direct,exact,4,double,22.163647,0.039838,0.000261,19.479303,0.097766,0.000287,2.649004,17.662917,OK,5.8246128276414059e-07
weak,128000,20,64,1,4,kdk,overlap,direct,exact,4,double,22.183823,0.039632,0.000060,19.497534,0.118783,0.000367,2.653742,17.646401,OK,1.0257821787357258e-06
weak,128000,20,64,1,5,kdk,overlap,direct,exact,4,double,22.171931,0.038615,0.000059,19.486386,0.102726,0.000223,2.654814,17.656497,OK,9.1165614812517448e-07
